losa_id,receptor,id,area_m2,peso_propio_kN,G_kN,Q_kN
1000058,beam,290,3.515625,12.92868896484375,21.892580000000002,17.238251953124998
1000058,beam,526,3.515625,12.92868896484375,21.89258,17.238251953125
1000058,beam,533,5.175000000000001,19.031030156250004,32.225877,25.374706875
1000058,beam,538,5.175,19.031030156249997,32.225878,25.374706874999998
1000059,beam,520,3.515625,12.92868896484375,21.892580000000002,14.193287128124997
1000059,beam,526,3.515625,12.92868896484375,21.892580000000002,17.238251953125
1000059,beam,534,4.48125,16.4797688671875,27.905741,21.84063538125
1000059,beam,539,4.48125,16.4797688671875,27.905742,21.84063538125
1000060,beam,296,10.078125,37.06224169921875,62.758729,49.416322265625
1000060,beam,298,5.928718,21.802823390512497,36.919446,29.07043118735
1000060,beam,509,3.515625,12.92868896484375,21.89258,17.238251953124998
1000060,beam,514,3.515625,12.92868896484375,21.89258,17.238251953124998
1000060,beam,537,4.149407,15.259418308706248,25.839284,20.345891078275
1000061,beam,514,3.515625,12.92868896484375,21.892580000000002,17.238251953124998
1000061,beam,521,3.515625,12.92868896484375,21.892580000000002,14.193287128124997
1000061,beam,535,13.171873999999999,48.43948431078749,82.02420000000001,64.45358930604999
1000061,beam,538,6.859734,25.226628911662495,42.717097,33.566559562725
1000061,beam,539,6.312141,23.21285907661875,39.307103,30.887034646649997
1000062,beam,296,11.875,43.67023828125,73.94827,58.226984374999994
1000062,beam,299,11.875,43.67023828125,73.94827,58.226984374999994
1000062,beam,510,6.25,22.9843359375,38.920142,30.64578125
1000062,beam,515,6.25,22.9843359375,38.920142,30.64578125
1000063,beam,515,6.25,22.9843359375,38.920142,30.64578125
1000063,beam,522,6.25,22.9843359375,38.920142,26.497568299999998
1000063,beam,535,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000063,beam,540,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000064,beam,297,11.875,43.67023828125,73.94827,58.226984374999994
1000064,beam,299,11.875,43.67023828125,73.94827,58.226984374999994
1000064,beam,511,6.25,22.9843359375,38.920142,30.64578125
1000064,beam,516,6.25,22.9843359375,38.920142,30.64578125
1000065,beam,516,6.25,22.9843359375,38.920142,30.64578125
1000065,beam,523,6.25,22.9843359375,38.920142,26.497568299999998
1000065,beam,536,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000065,beam,540,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000066,beam,297,11.875,43.67023828125,73.94827,58.226984374999994
1000066,beam,300,11.875,43.67023828125,73.94827,58.226984374999994
1000066,beam,512,6.25,22.9843359375,38.920142,30.64578125
1000066,beam,517,6.25,22.9843359375,38.920142,30.64578125
1000067,beam,517,6.25,22.9843359375,38.920142,30.64578125
1000067,beam,524,6.25,22.9843359375,38.920142,26.497568299999998
1000067,beam,536,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000067,beam,541,16.0,58.83989999999999,99.63556400000002,78.32081022499999
1000068,beam,300,12.418125,45.66757707421875,77.330431,60.890102765624995
1000068,beam,301,6.604875,24.289386532031248,41.130028,32.385848709375
1000068,beam,513,7.680625,28.24545043359375,47.828963,37.660600578125
1000068,beam,518,7.680625,28.24545043359375,47.828963,37.660600578125
1000068,beam,542,4.40325,16.1929243546875,27.420019,21.590565806249998
1000069,beam,518,7.680625,28.24545043359375,47.828962000000004,37.660600578125
1000069,beam,525,7.67605,28.228625899687497,47.800474,33.076825268374996
1000069,beam,541,16.476224000000002,60.591210783600005,102.601123,80.6558912698
1000069,beam,543,9.314188999999999,34.25287183381874,58.001535999999994,45.661478563749995
1000070,beam,328,19.1615,70.466296490625,119.322929,46.977521413
1000070,beam,329,12.215,44.920586156249996,76.065526,29.947051329999997
1000070,beam,332,13.09,48.13839318749999,81.514346,32.09225558
1000070,beam,333,13.035,47.93613103125,81.171849,31.957414169999996
1000071,beam,329,20.659999999999997,75.97702087499998,128.654422,100.5941640375
1000071,beam,330,23.79,87.4875763125,148.145629,69.99006105
1000071,beam,638,19.125,70.33206796875,119.095635,78.154097175
1000071,beam,639,19.125,70.33206796875,119.09563499999999,63.68193343749999
1000072,beam,333,11.875,43.67023828125,73.94827,44.007341
1000072,beam,339,11.875,43.67023828125,73.94827,46.5815875
