caso,elemento,Ni_kN,Vyi_kN,Vzi_kN,Ti_kNm,Myi_kNm,Mzi_kNm,Nj_kN,Vyj_kN,Vzj_kN,Tj_kNm,Myj_kNm,Mzj_kNm
G,20,3119.3014335031285,-26.327700939738367,14.677523183848805,-1.0676666746665033e-08,-12.98621271758572,-22.97963785432441,-3071.7293743531286,26.327700939738367,-14.677523183848805,1.0676666746665033e-08,-45.13677909045554,-81.27805786703952
G,21,2872.968654349823,1.690071011036195,24.682805843846293,-9.152549012957886e-09,-32.68629197904698,2.5140020576769255,-2825.396595199823,-1.690071011036195,-24.682805843846293,9.152549012957886e-09,-65.05761916258433,4.178679146026406
G,22,1138.584333664066,-12.132989511452376,6.046872344905432,-9.80410539069913e-09,-8.086859978027015,-15.73243744275041,-1091.012274514066,12.132989511452376,-6.046872344905432,9.80410539069913e-09,-15.858754507798492,-32.314201022601
G,23,1499.7868146201135,1.0970929139313563,16.359144242472265,-9.152549003366337e-09,-21.699058618214153,1.7312709851094294,-1452.2147554701135,-1.0970929139313563,-16.359144242472265,9.152549003366337e-09,-43.08315258197601,2.6132169540587413
G,24,437.88919533128285,36.297241529389986,20.15242978623003,-1.0676681142931616e-08,-40.7797192235285,74.01654675398699,-390.3171361812828,-36.297241529389986,-20.15242978623003,1.0676681142931616e-08,-39.02390272994241,69.72052970239733
G,25,3153.409947777128,-0.3221847275606307,27.452452939431428,-1.0676666739673384e-08,-48.49411084513652,-71.87977958905833,-3105.837888627128,0.3221847275606307,-27.452452939431428,1.0676666739673384e-08,-60.21760279501192,70.60392806791823
G,26,3649.144900745576,-4.671759321875532,9.367221258460665,-1.0676666801362871e-08,-8.313147035940242,-3.9224092380806486,-3601.572841595576,4.671759321875532,-9.367221258460665,1.0676666801362871e-08,-28.781049147563987,-14.577757676546456
G,27,3714.718589965187,-1.483326629069485,10.124143570178651,-9.15254905732388e-09,-13.468857838286347,-1.6748827486610884,-3667.1465308151874,1.483326629069485,-10.124143570178651,9.15254905732388e-09,-26.622750699621108,-4.199090702454072
G,28,2703.3973446217524,-59.37419819987016,12.569399017928438,-9.152548949409807e-09,-16.696594964169016,-78.09083300539382,-2655.8252854717525,59.37419819987016,-12.569399017928438,9.152548949409807e-09,-33.0782251468276,-157.030991866092
G,29,2329.557489571999,3.6854551793233266,7.23775404361871,-9.152548956952283e-09,-9.658823590477954,5.147909197906762,-2281.9854304219994,-3.6854551793233266,-7.23775404361871,9.152548956952283e-09,-19.002682422252136,9.446493312213608
G,30,1188.6794183483344,-4.044813633490283,-51.563543694535554,-1.0676688205287224e-08,101.21295213899867,13.625764276591465,-1141.1073591983343,4.044813633490283,51.563543694535554,1.0676688205287224e-08,102.9786808913621,-29.643226265212984
G,31,2285.2505980846313,5.313523235784931,-44.767154667660265,-1.0900290718362369e-08,59.385261427268915,-4.527198587377406,-2237.6785389346314,-5.313523235784931,44.767154667660265,1.0900290718362369e-08,117.89267105666575,25.568750601085732
G,32,2317.131837952381,-2.014202231559182,-32.895473121339656,-1.0676666801708156e-08,28.878023946767286,-1.5837589467221922,-2269.559778802381,2.014202231559182,32.895473121339656,1.0676666801708156e-08,101.38804961373773,-6.392481890252169
G,33,1559.5496910773584,-5.009586283778128,-17.834553556894228,-8.948018389968497e-09,23.436621850306253,-6.3295450030894385,-1511.9776319273583,5.009586283778128,17.834553556894228,8.948018389968497e-09,47.18821023499488,-13.508416680671946
G,34,1173.6233990634535,-16.32553164579013,-10.474103310738803,-8.99120695580514e-09,13.720828148833121,-21.266592844148448,-1126.0513399134534,16.32553164579013,10.474103310738803,8.99120695580514e-09,27.75662096169253,-43.382512473180455
G,35,1128.543098986986,1.3532272788711581,-11.768611641173782,-9.793636416269686e-09,15.429578769484436,2.069368130464485,-1080.971039836986,-1.3532272788711581,11.768611641173782,9.793636416269686e-09,31.174123329563745,3.289411893865301
G,36,2412.4910213392973,-27.505028843751717,-66.9520796165626,-1.1543641465714664e-09,137.4905602459583,-57.621061327566224,-2364.9189621892974,27.505028843751717,66.9520796165626,1.1543641465714664e-09,127.6396750356296,-51.298852893690565
G,37,2374.0610307434285,8.68504514048767,-73.03967724209194,-1.1543641520892572e-09,149.93983612985582,16.744212987747353,-2326.4889715934287,-8.68504514048767,73.03967724209194,1.1543641520892572e-09,139.2972857488283,17.64856576858382
G,38,467.6717153550974,-0.13167471338735465,0.5617477915239781,-1.1652416863944993e-09,-1.2226492257727841,0.20423785416464313,-420.09965620509735,0.13167471338735465,-0.5617477915239781,1.1652416863944993e-09,-1.0018720286621692,-0.7256697191785675
G,39,2897.2326256577767,82.0072975139428,14.23617212141005,-1.1543639790556227e-09,-28.432340402212628,166.85562273437182,-2849.660566507777,-82.0072975139428,-14.23617212141005,1.1543639790556227e-09,-27.94290119857117,157.89327542084163
G,40,3293.6245485577033,48.7027041621027,24.663142718980087,-1.1543641519397398e-09,-49.84052535195452,97.76405829687235,-3246.0524894077034,-48.7027041621027,-24.663142718980087,1.1543641519397398e-09,-47.82551981520663,95.09865018505431
G,41,3591.231062443979,3.3467995358201774,26.860941397920946,-1.1543641499944558e-09,-54.27672081149271,8.86868027836755,-3543.6590032939794,-3.3467995358201774,-26.860941397920946,1.1543641499944558e-09,-52.09260712427424,4.384645883480351
G,42,1883.5404211956777,-17.429611335286996,43.90008594236812,-1.1543641293854147e-09,-88.5612911396082,-36.63349608992054,-1835.9683620456776,17.429611335286996,-43.90008594236812,1.1543641293854147e-09,-85.28304919216953,-32.38776479781596
G,43,1854.0355567474471,3.104119086843391,48.583674302472616,-1.1543641477057534e-09,-97.83416524550219,7.773079093571706,-1806.463497597447,-3.104119086843391,-48.583674302472616,1.1543641477057534e-09,-94.55718499228936,4.519232490328123
G,44,334.1909975896546,-0.9104941737741575,0.6782806226615647,1.2116304670321183e-09,-1.0476190826366336,-2.2473980530807034,-286.6189384396546,0.9104941737741575,-0.6782806226615647,-1.2116304670321183e-09,-1.638372183103163,-1.358158875064961
G,45,1967.6117771009326,57.329924801610304,-90.90754841467596,1.2116299346349914e-09,183.23496802120968,116.62695230382099,-1920.0397179509325,-57.329924801610304,90.90754841467596,-1.2116299346349914e-09,176.7589237009072,110.39954991055586
G,46,2536.3693896629534,-36.85656872072905,27.48288678466107,1.211629780908117e-09,-62.056146297723245,-96.13890150350124,-2488.7973305129535,36.85656872072905,-27.48288678466107,-1.211629780908117e-09,-46.7760853695346,-49.813110630585825
G,47,2421.3295049869635,-29.932752547355285,39.39983830290995,1.211630565453147e-09,-84.5003893361035,-38.52618609184742,-2373.7574458369636,29.932752547355285,-39.39983830290995,-1.211630565453147e-09,-71.52297034341994,-80.00751399567953
G,48,1328.9422071444706,-31.07534322300002,31.66669936410474,1.4862518286291132e-09,-49.69321360762905,-58.28084612791234,-1281.3701479944705,31.07534322300002,-31.66669936410474,-1.4862518286291132e-09,-75.70691587422574,-64.77751303516776
G,49,1331.4842524059616,-13.525600616194284,30.683161407742915,1.2116304025717446e-09,-62.00714271449451,-17.651476604717722,-1283.9121932559615,13.525600616194284,-30.683161407742915,-1.2116304025717446e-09,-59.49817646016746,-35.90990183541165
G,50,354.835081376531,39.41082860457273,19.171940599385966,1.2116293119335108e-09,-37.745944174881004,72.86772639846072,-307.26302222653095,-39.41082860457273,-19.171940599385966,-1.2116293119335108e-09,-38.17494059868743,83.1991548756473
G,51,2392.067999415314,90.09568615665218,35.07076170730107,1.2116304615033076e-09,-70.2900576025679,188.9927792965548,-2344.495940265314,-90.09568615665218,-35.07076170730107,-1.2116304615033076e-09,-68.59015875834434,167.78613788378783
G,52,2728.0133708774406,-15.512501539626715,22.071984643201503,1.2116304729604318e-09,-45.56762411084377,-29.850275626342516,-2680.4413117274407,15.512501539626715,-22.071984643201503,-1.2116304729604318e-09,-41.8374350762342,-31.579230470579283
G,53,2774.528871388983,-1.1283795779387944,20.48112528835175,1.2116304952628312e-09,-40.31025395026313,-4.693298824353713,-2726.9568122389833,1.1283795779387944,-20.48112528835175,-1.2116304952628312e-09,-40.79500219160981,0.22491569571608627
G,54,1993.3436327146458,-107.41335151796487,24.287398323267073,1.211630401675065e-09,-48.56227167235119,-221.40541242030423,-1945.7715735646457,107.41335151796487,-24.287398323267073,-1.211630401675065e-09,-47.61582568778644,-203.9514595908367
G,55,2054.2046014984694,-19.285694066695438,14.724608001701045,1.211630397360156e-09,-28.901617128768216,-21.838161795361476,-2006.6325423484695,19.285694066695438,-14.724608001701045,-1.211630397360156e-09,-29.407830557967927,-54.53318670875247
G,56,585.205661265872,-46.61869801079804,-52.494956307613386,1.2116350107978158e-09,104.19185838862957,-86.80349183492194,-537.633602115872,46.61869801079804,52.494956307613386,-1.2116350107978158e-09,103.68816858951945,-97.80655228783834
G,57,1716.4950727799176,27.444303534074596,-82.32817556942716,1.2116303238905758e-09,167.45693145190728,53.81864221442332,-1668.9230136299175,-27.444303534074596,82.32817556942716,-1.2116303238905758e-09,158.56264380302434,54.860799780512096
G,58,1739.9169465760503,-6.143203934917595,-78.85787112860791,1.2116304340308966e-09,162.04212762484462,-12.805502434078798,-1692.3448874260503,6.143203934917595,78.85787112860791,-1.2116304340308966e-09,150.23504204444276,-11.52158514819488
G,59,1795.2707988303905,-8.506350660269774,-58.106556664633814,8.079261463159873e-10,100.33096695763923,-19.086884002970137,-1747.6987396803904,8.506350660269774,58.106556664633814,-8.079261463159873e-10,129.77099743431071,-14.598264611698175
G,60,1317.8656807960385,-42.69839627495834,-50.00864805485695,8.430349962581359e-10,79.9259325370019,-79.15743210445316,-1270.2936216460384,42.69839627495834,50.00864805485695,-8.430349962581359e-10,118.10831376023164,-89.92821714438189
